username,handle,tweet_text,time
Tommy Bayiokos,@TommyBayiokos,Loved this film!....Fabulous!...#CrazyRichAsians #SAGAwards #Oscars #GoldenGlobes #EntertainmentWeekly #SAGAFTRA #TommyBayiokos #Actor #DrumAce #TimeWarner,2019-01-08T21:13:15.000Z
CAC Graphics,@CACGraphics,“Holiday Stars 2 ”Shops at Columbus CircleNew artwork & accessories for sale! https://cac-graphics.pixels.com/featured/holiday-stars-2-cac-graphics.html…#NewYorkCity #ColumbusCircle #TimeWarner #wallart #prints #framedart #homedecor #fineart #photography #accessories #artforsale #Stars #gifts #ChristmasInNYC #nycholidays,2019-12-20T03:42:52.000Z
AppleInsider,@appleinsider,"A D.C. appeals court on Tuesday upheld a lower-court ruling in favor of @ATT's takeover of #TimeWarner, a 2016 deal valued at $85.4 billion. https://appleinsider.com/articles/19/02/26/appeals-court-upholds-atts-854-billion-takeover-of-time-warner…",2019-02-26T16:41:22.000Z
Kitty,@kitzluvs,"Last Proper meal in #NewYorkCity at #BarMasa on the last day of the year,last day of the decade.#ColumbusCircle #TimeWarner #AvoCucumberCaliforniaRoll 6yo says the #pekingducktacos is called ""Duckos"" They were delicious!",2019-12-31T21:16:28.000Z
Neias N more,@NeiasNmore,"Morning meeting at #BouchonBakery. View of Columbus Circle, looking east at Central Park South from inside the #TimeWarner Center. What's everybody up to this Sunday?..#columbuscircle #centralpark #centralparknyc #manhattan #NYC #NewYorkCity #NewYork https://instagram.com/p/BxpNPFaFAou/?igshid=166bt5ic46kzq…",2019-05-19T12:54:01.000Z
#GetWoke,@MakeItPlain,#Trump asked #GaryCohn to block #ATT #TimeWarner mergerhttps://cnn.com/2019/03/04/media/att-time-warner-trump-gary-cohn/index.html… #GetWoke #Politics #JohnKelly  #TrumpCriminalEnterprise #WhiteHouse #21stCenturyFox #CNN,2019-03-04T17:21:49.000Z
The Dept. of Cinematic Arts & Television CAMPAIGN,@HUfilm1971,"Join the #BlackFilmMovement: http://bit.ly/HUfilm1971#LArebellion @JulieDash, a pioneer for African American woman directors with her film #DaughtersOfTheDust recognized as a national treasure. Dash is a former #TimeWarner Visiting Professor @HowardU. #HUfilm1971",2019-01-05T01:57:21.000Z
Howard Fineman,@howardfineman,"Phone guys at #verizon ruined what was left of #Tumblr and will inevitably do the same to their other “content” brands, which they bought on the cheap and don’t know how to help. #AT&T will eventually have the same effect on #CNN and #TimeWarner.  https://fortune.com/2019/08/12/verizon-selling-tumblr-to-automattic-wordpress/amp/…",2019-08-13T18:35:08.000Z
The Entertainment Strategy Guy,@EntStrategyGuy,1/ Hey are we forgetting that today is the 1 year anniversary of the #ATT and #TimeWarner merger?!?!?!? #MergerDay #streamingwars,2019-06-12T22:38:54.000Z
Justin E. Joseph,@justincreates,"Congrats to a longtime colleague, Chris Spadaccini!HBO Executive Chris Spadaccini Upped to WarnerMedia Entertainment Chief Marketing Officer #hbo #busniess #makingithappen #cinemax #timewarner #warnermedia",2019-06-06T22:24:14.000Z
Maladjusted to Every Injustice,@noreallyhowcome,"Most of #Kamala’s money came from #CNN/#TimeWarner. But MSNBC/Comcast “invested” in her too. Watch for bias if you tune in. Even better, #BoycottMSM altogether",2019-01-22T16:40:44.000Z
Mundo MS,@MundoMSOficial,"‌PT-BR #PlanetaNerdNa sua #opinião, existe uma razão para haver uma 9ª temporada de #GameOfThrones? #EnqueteMMSEN-USIn your #opinion, is there a reason for there being a 9th season of #GameOfThrones?#HBO#WarnerBros#WarnerMedia#TimeWarner",2019-01-14T04:43:30.000Z
Holly Mascaro,@hollylaineM,Can we make the glass at the #TimeWarnerCenter bird-safe #TimeWarner @TWCable ? It's killing easily thousands of birds every year.,2019-10-14T13:42:42.000Z
Alt-Rupert,@TheMurdochTimes,"For the record: Even though it's big news today President @realDonaldTrump interfered in #TimeWarner deal to help out @RupertMurdoch, as of this hour, CNN, Wash Post, NYTimes, most US MSM, still haven't said ""Rupert Murdoch"" in headlines, intros or news tickersComical. #Omerta",2019-03-05T05:09:21.000Z
upwithed,@donod747,"Thx, @JCBourdier, I had heard about Firefly & Serenity but it was a while ago.  Yep, u are right, #BlueSun is very much like @Amazon, it's eerie! #business #Marketing #multinational #timewarner @Apple @Google #corporations #money #ecommerce",2019-05-19T13:18:58.000Z
Justin E. Joseph,@justincreates,"Congrats to a longtime colleague, Chris Spadaccini!HBO Executive Chris Spadaccini Upped to WarnerMedia Entertainment Chief Marketing Officer #hbo #busniess #makingithappen #cinemax #timewarner #warnermedia",2019-06-06T22:24:14.000Z
Maladjusted to Every Injustice,@noreallyhowcome,"Most of #Kamala’s money came from #CNN/#TimeWarner. But MSNBC/Comcast “invested” in her too. Watch for bias if you tune in. Even better, #BoycottMSM altogether",2019-01-22T16:40:44.000Z
Corporate Secretary,@CorpSecMag,Why Paul Washington received the lifetime achievement prize at the recent Corporate Governance Awards  https://hubs.ly/H0gq5lY0 #corpgov #WarnerMedia #TimeWarner #AT&T #CGA2018,2019-02-04T15:36:15.000Z
Dave Reiter,@TradesByDave,"On this date in 2000, #AOL announced its plans to acquire #TimeWarner for $165 billion. This transaction marked the top in the Dotcom Bubble. #AllBubblesBurst",2020-01-10T21:20:11.000Z
John Quain,@jqontech,How do you like the AT&T and #TimeWarner merger now?.....,2019-03-14T16:03:03.000Z
DamonMPA,@DamonMPA,"Maybe #ATT remembers how @realDonaldTrump held up the merger between AT&T and #TimeWarner for about a year, costing millions of dollars in legal fees for AT&T and the U.S. government for nothing more than spite?",2019-06-03T12:51:18.000Z
Melissa Jezior,@mjezior1,Equally important to a transformation strategy is a change management strategy. This helps ensure employees are on board and can deliver on the new business strategy.  http://ow.ly/9tOj50mJiQw#ChangeManagement #Workforce #ATT #TimeWarner #HR@nytimes @edmundlee,2019-03-07T14:15:06.000Z
MediaMonarchy.com,@mediamonarchy,"+ #Rockefeller starts #StandardOil, '#Metropolis' released, #ProjectDiana bounces radio waves off the moon, ""#Convoy"" is #1, @TedNugent on '#MiamiVice', @Metallica drops ""One"", #TimeWarner formed on #ThisDayInHistory: #January10 https://en.wikipedia.org/wiki/January_10",2019-01-10T18:37:01.000Z
Beautyful Lanae,@Prettyappealing,"I absolutely HATE spectrum! Terrible SERVICE PROVIDER, terrible customer service, terrible all around. I wish I was famous so that I could influence ppl not to use their services. Bring back TIME WARNER #spectrumstrike #spectrum #ihatespectrum #Timewarner #internet",2019-09-06T21:16:52.000Z
Under My Palm,@UnderMyPalm,Another #Obama #Biden #Scandal Never Reported at the Time by our #FakeNews #FakeNewsMedia -- Could Have Saved A Lot of Lives But @CNN #TimeWarner @MSNBC @NYTimes @WashingtonPost et al  Don't Care About #RealNews - It's All About Their #Agenda,2019-10-01T17:07:31.000Z
Dave Reiter,@TradesByDave,"On this date in 2000, #AOL announced its plans to acquire #TimeWarner for $165 billion. This transaction marked the top in the Dotcom Bubble. #AllBubblesBurst",2020-01-10T21:20:11.000Z
John Quain,@jqontech,How do you like the AT&T and #TimeWarner merger now?.....,2019-03-14T16:03:03.000Z
DamonMPA,@DamonMPA,"Maybe #ATT remembers how @realDonaldTrump held up the merger between AT&T and #TimeWarner for about a year, costing millions of dollars in legal fees for AT&T and the U.S. government for nothing more than spite?",2019-06-03T12:51:18.000Z
Corporate Secretary,@CorpSecMag,Why Paul Washington received the lifetime achievement prize at the recent Corporate Governance Awards  https://hubs.ly/H0gq5lY0 #corpgov #WarnerMedia #TimeWarner #AT&T #CGA2018,2019-02-04T15:36:15.000Z
Melissa Jezior,@mjezior1,Equally important to a transformation strategy is a change management strategy. This helps ensure employees are on board and can deliver on the new business strategy.  http://ow.ly/9tOj50mJiQw#ChangeManagement #Workforce #ATT #TimeWarner #HR@nytimes @edmundlee,2019-03-07T14:15:06.000Z
Berlitz Tijuana,@BerlitzTijuana,"El contenido de nuestros cursos es desarrollado junto con otros líderes mundiales en la enseñanza como: National Geographic, Harvard Business School Publishing, Time Warner y Oxford PressUna razón más para elegir #Berlitz#NatGeo #Harvard #BusinessSchool #TimeWarner #Oxford",2020-02-15T15:25:08.000Z
David Benjamin,@DavidManOnFire,"Continuing;  Amazon vs. DODDJTrump interfered w/ @CNN #timewarner and Trump --> hates @JeffBezos so, manipulates procurement to choose Microsft.   #CORRUPTION@glennkirschner2 @SpacialK3 @jojoptyoga @Infantry0300 @RandomNYCPerson @kelly2277",2020-02-14T16:47:23.000Z
Mauricio Alonso,@Alonsoart37,"“Always remember... That’s Life!!!” One more homage for today’s Oscar-best actor winner, Joaquin Phoenix #dccomics #timewarner #joker #thatslife #gouache #painting #traditionalart #copic #mixmediaartist… https://instagram.com/p/B8ZyiIQBrzw/?igshid=18n1b4tvtfq7z…",2020-02-10T22:22:33.000Z
SET,@SET_BRASIL,"A fusão ocorreu nos Estados Unidos em outubro de 2016 e está avaliada em USD 84,5 bilhões.  A aprovação pelo Conselho da ANATEL foi o último passo para finalizar a compra.#TimeWarner #AT&T http://set.org.br/set-news/anatel-aprova-compra-da-time-warner-pela-att/#…",2020-02-10T19:58:10.000Z
Karan D,@kafd214,"@LibertyMutual Commercials are so beyond bad, as well as @GEICO ‘s, it’s easily enough to fully leave/ abandon cable networks!#commercials #spectrum #dish #directtv #Verizon #timewarner",2020-02-07T18:02:36.000Z
Cat Namus,@CatNamus,#ATT’s acquisition of #TimeWarner as you remember had its fair share of drama. #Bronfman’s made a killing. #Murdoch was turned down & agreement for merge w/ ATT was reached. @realDonaldTrump’s #DOJ unsuccessfully tried to block the merger & lost in court. IMO no competition now.,2019-12-28T22:03:16.000Z
Cat Namus,@CatNamus,This just started off a huge rabbit hole. #Pearson #Bertelsmann #Obama #Vivendi #Bronfman #TimeWarner #BMG #MusicIndustry #Print #NaziPropaganda this is a #DeepState info haven! Just look at the top inv @ Pearson. They hide behind banks & mutual fund fronts. The entire S&P is DS! ,2019-12-28T14:04:33.000Z
Cat Namus,@CatNamus,"Hahaha, hey #TimeWarner, how much of your portfolio is still owned by the #Bronfman family?",2019-12-11T21:18:36.000Z
Berlitz Tijuana,@BerlitzTijuana,"El contenido de nuestros cursos es desarrollado junto con otros líderes mundiales en la enseñanza como: National Geographic, Harvard Business School Publishing, Time Warner y Oxford PressUna razón más para elegir #Berlitz#NatGeo #Harvard #BusinessSchool #TimeWarner #Oxford",2020-02-15T15:25:08.000Z
David Benjamin,@DavidManOnFire,"Continuing;  Amazon vs. DODDJTrump interfered w/ @CNN #timewarner and Trump --> hates @JeffBezos so, manipulates procurement to choose Microsft.   #CORRUPTION@glennkirschner2 @SpacialK3 @jojoptyoga @Infantry0300 @RandomNYCPerson @kelly2277",2020-02-14T16:47:23.000Z
Cat Namus,@CatNamus,"Hahaha, hey #TimeWarner, how much of your portfolio is still owned by the #Bronfman family?",2019-12-11T21:18:36.000Z
Adrienne 0711 ,@Adrienne711,Thread by @CatNamus: This just started off a huge rabbit hole. #Pearson #Bertelsmann #Obama #Vivendi #Bronfman #TimeWarner #BMG #MusicIndustrt #NaziPropaganda this is a #DeepState info haven! Just look at the top inv @ Pearson. They hide behind banks &am…,2019-12-29T02:14:06.000Z
Media Shrink,@MediaShrink,"#RiseOfTheResistance Monopolies Like Disney @ABC @CNN #TimeWarner #ATT @ComcastNBCUCI @Amazon @WashingtonPost 24/7 Resistance Programming #TheView For  Kids, Comedy, Talk Teen Vogue Threatens Democracy, Freedom Of Speech By Unbearable Peer Pressure! #MAGA #FreeThePress",2019-12-04T15:19:26.000Z
mikewarder1,@mikewarder1,"#JeffZucker’s minions will be asking questions tonight. It’s as if #CNN is an unregistered super pac. Is  @ATT #TimeWarner oblivious to @JamesOKeefeIII & the recordings, or do they think they can just hunker down & ride it out? @HowardKurtz",2019-10-15T23:09:48.000Z
mikewarder1,@mikewarder1,Just wondering what #At&T (http://att.com) & #TimeWarner are going to do about the #JeffZucker news problem.@JBFlint @BrentBozell @HowardKurtz@JamesOKeefeIII@CNN#CNN#TedTurner#CaptainAhab (crazed obsession to nail @POTUS)@parscale,2019-10-15T04:18:57.000Z
LGcommaI,@LGcommaI,#AntiTrust#AntiTrustLaws#Cartels#CBS [President #SusanZirinsky]#Comcast [#CEO Brian L. Roberts]#Competition#Creativity#Disney [#CEO Bob #Iger]#Media#MindControl#Monopolies#Monopolization#Newscorp#Ossification#ShermanAntitrustAct#TimeWarner#Trusts#USA#Viacom,2019-10-06T21:27:20.000Z
Coleen,@Navy_Lady_45,#TimeWarner should be ashamed of themselves.  They have shown NO RESPECT for Veterans who have died serving their country.I have the utmost respect for U.S. Marine #Veteran #AllenThornwell and all Veterans.  We thank you for your service.,2019-06-18T21:26:57.000Z
Chic Savage ,@chic_savage,"Another Example of #TIMEWARNER Going Lower, Lower, and, Lower.Tomorrow, will Bring More. Where, do You, Suppose their Rock-Bottom Might be? #WeThePeople #TheGreatAwakening @CatvllvsVerona @Known__Unknowns @SophistsAwake @GaysForTrumpFL @YourAuntieMame @President1Trump",2018-12-27T06:06:01.000Z
Cat Namus,@CatNamus,"Hahaha, hey #TimeWarner, how much of your portfolio is still owned by the #Bronfman family?",2019-12-11T21:18:36.000Z
Coleen,@Navy_Lady_45,#TimeWarner should be ashamed of themselves.  They have shown NO RESPECT for Veterans who have died serving their country.I have the utmost respect for U.S. Marine #Veteran #AllenThornwell and all Veterans.  We thank you for your service.,2019-06-18T21:26:57.000Z
Coleen,@Navy_Lady_45,#TimeWarner should be ashamed of themselves.  They have shown NO RESPECT for Veterans who have died serving their country.I have the utmost respect for U.S. Marine #Veteran #AllenThornwell and all Veterans.  We thank you for your service.,2019-06-18T21:26:57.000Z
mikewarder1,@mikewarder1,"#JeffZucker’s minions will be asking questions tonight. It’s as if #CNN is an unregistered super pac. Is  @ATT #TimeWarner oblivious to @JamesOKeefeIII & the recordings, or do they think they can just hunker down & ride it out? @HowardKurtz",2019-10-15T23:09:48.000Z
mikewarder1,@mikewarder1,Just wondering what #At&T (http://att.com) & #TimeWarner are going to do about the #JeffZucker news problem.@JBFlint @BrentBozell @HowardKurtz@JamesOKeefeIII@CNN#CNN#TedTurner#CaptainAhab (crazed obsession to nail @POTUS)@parscale,2019-10-15T04:18:57.000Z
Coleen,@Navy_Lady_45,#TimeWarner should be ashamed of themselves.  They have shown NO RESPECT for Veterans who have died serving their country.I have the utmost respect for U.S. Marine #Veteran #AllenThornwell and all Veterans.  We thank you for your service.,2019-06-18T21:26:57.000Z
Zeus ,@zeusFanHouse,When #Democrats take control of US #House plan 2 investigate #Trump adm attempt 2 block #ATT from acquiring #TimeWarner&whether officials sought 2 punish #Amazon by prodding @USPS 2 hike shipping prices 4 world’s largest #ecommerce cohttps://infowars.com/dems-to-probe-trump-actions-on-att-amazon/…#Q #QAnon #QAnon2018,2018-11-12T16:52:25.000Z
Matthew M. Polka,@MATTatACA,As predicted... It's plainly clear as the @FCC has said before -- Vertically integrated companies like #ATT/#TimeWarner AND #Comcast/NBCU have a built-in incentive to withhold content from competitors. That's why regulations and conditions on such mergers are NECESSARY!,2018-11-01T19:58:32.000Z
Public Knowledge,@publicknowledge,.@dish customers are experiencing an @HBO blackout -- a result that was predicted by opponents of the #ATTTimeWarner merger. #TimeWarner didn't have incentive to hold out on #HBO content before the merger. Now consumers are paying the price. More at http://publicknowledge.org/HBOblackout.,2018-11-01T17:13:50.000Z
Barbie Shinabarger,@bshinabarger01,"LOVE that our company lets us have fun at work! Happy Halloween from Troy, MI - Store of the Future!  Representing TeamW!NS! #attemployee #powercentral #happyhalloween #peoplefirst #TimeWarner #lifeatatt #entertainmentyourway",2018-10-31T20:00:35.000Z
Kaijucast,@kaijucast,How upset I am that #TimeWarner has decided to kill the @FilmStruck VOD service and its incredible @Criterion access along with it. ,2018-10-26T15:51:09.000Z
FRC,@FRCdc,".@POTUS remarks on this morning's events where explosive devices were addressed to the #Obamas, #Clintons, and CNN's #TimeWarner building in #NewYorkCity.",2018-10-24T19:47:44.000Z
Jesse Lee Peterson,@JLPtalk,".@andrewcuomo & Dems are calling the “suspicious packages” found at Time Warner an act of terror, how come they’re no so quick to designate Islamic terror acts as such??#SuspiciousPackages #timewarner #NYC #MidtermElections2018",2018-10-24T17:10:18.000Z
Jumaane Williams,@JumaaneWilliams,".@georgesoros, #Obamas #Clintons and very likely #TimeWarnerThis is not just @realDonaldTrump's America...it is all those who continue to support him. #thisisamerica #explosivedevice",2018-10-24T15:16:57.000Z
Carmine Sabia,@CarmineSabia,The bomb sent to CNN has shut the entire block. America we are in a war of ideas. We are not in an actual war. I cannot comprehend wanting to injure people due to politics. #Clintons #Obama #WhiteHouse #CNN #TimeWarner.,2018-10-24T14:31:19.000Z
Geo Steve,@StephenGlahn,"BREAKING: FIVE bombs now reported by @CNN, #TimeWarner bldg, Manhattan, one to #PresidentObama, one to #Bill and #HillaryClinton, one to #GeorgeSoros and now one reported intercepted at the WhiteHouse!!!",2018-10-24T14:30:18.000Z
EriePop⁷,@ErieP0P,"#TimeWarner good job disregarding a built in money maker w/ a stable & loyal membership. Also, the way you handled this is not winning you any good feelings. So many questions that still haven't been answered. Your business model needs help. @dramafever",2018-10-16T21:19:37.000Z
Alexander Peter Thorn 172,@AlexanderPThorn,The Eaglehttp://mvnt.us/m858116#iastranews #ucla #usc #usd #unlv #hashtag #hashtagmagazine #share #watchfree #bookclub #starbux #stars #tabloids #jobsoffered #entertainment #hollywood #nbc #cbs #abc #timewarner #warnerbros #aol #yahoo #google #facebook #linkedin #newsgroups,2018-09-05T22:13:05.000Z
Adriana Cohen,@AdrianaCohen16,"As I wrote in my @bostonherald column in June @cnn needs a major overhaul. This is no ""apple."" It's a loss of trust with viewers & readers. And when that happens ratings suffer. It's not rocket science #TimeWarner",2018-08-28T12:07:16.000Z
Zev Shalev,@ZevShalev,"Does Russia have a direct line to #cnn via #TimeWarner CEO Jeffrey Bewkes, who sits on the board of the pro-Kremlin Center for the National Interest?",2018-08-20T01:57:16.000Z
Alexander Peter Thorn 172,@AlexanderPThorn,The Eaglehttp://mvnt.us/m858116#iastranews #ucla #usc #usd #unlv #hashtag #hashtagmagazine #share #watchfree #bookclub #starbux #stars #tabloids #jobsoffered #entertainment #hollywood #nbc #cbs #abc #timewarner #warnerbros #aol #yahoo #google #facebook #linkedin #newsgroups,2018-09-05T22:13:05.000Z
Adriana Cohen,@AdrianaCohen16,"As I wrote in my @bostonherald column in June @cnn needs a major overhaul. This is no ""apple."" It's a loss of trust with viewers & readers. And when that happens ratings suffer. It's not rocket science #TimeWarner",2018-08-28T12:07:16.000Z
Zev Shalev,@ZevShalev,"Does Russia have a direct line to #cnn via #TimeWarner CEO Jeffrey Bewkes, who sits on the board of the pro-Kremlin Center for the National Interest?",2018-08-20T01:57:16.000Z
"<div aria-label=""🇺🇸"" class=""css-1dbjc4n r-xoduu5 r-1mlwlqe r-1d2f490 r-1udh08x r-u8s1d r-h9hxbl r-417010"" style=""height: 1.2em;""><div class=""css-1dbjc4n r-1niwhzg r-vvn4in r-u6sd8q r-x3cy2q r-1p0dtai r-xoduu5 r-1pi2tsx r-1d2f490 r-u8s1d r-zchlnj r-ipm5af r-13qz1uu r-1wyyakw"" style='background-image: url(""https://abs-0.twimg.com/emoji/v2/svg/1f1fa-1f1f8.svg"");'></div><img alt=""🇺🇸"" class=""css-9pa8cd"" draggable=""false"" src=""https://abs-0.twimg.com/emoji/v2/svg/1f1fa-1f1f8.svg""/></div>",@SomaSnailSP,"If I had a nickle for everytime a liberal and @CNN.incorrectly played the racism card, I could have outbid @att for #TimeWarner myself and cleaned up the disgraceful mess that is CNN. @ATTCares",2018-08-15T01:59:54.000Z
Zev Shalev,@ZevShalev,"CONSPIRACY ALERT 4. Kushner's meeting with Kissinger and Simes from the Center for the National Interest was set up by execs at CNN's parent co, #TimeWarner.It was a prelude to @realDonaldTrump's Mayflower speech on April 27. /END @traciemac_Bmore",2018-08-13T15:22:59.000Z
Zev Shalev,@ZevShalev,"CONSPIRACY ALERT 3. And another bombshell: Former #TimeWarner CEO Jeff Bewkes is ON THE BOARD for the Kremlin-linked Center for the National Interest.A reminder, #CNN Pres Jeff Zucker helped propel @realDonaldTrump to the Presidency./more",2018-08-13T15:22:58.000Z
Don't Hit Save,@donthitsave,How’s that AT&T / Time Warner merger going?http://donthitsave.com/comic/2018/07/06/att-time-warner…#TimeWarner #ATT #merger #webcomic,2018-07-06T19:50:08.000Z
Dove Network,@dove_network,AT&T and TimeWarner Merger: One Step Forward or Two Steps Back?https://medium.com/@dovenetworketh/at-t-and-timewarner-merger-one-step-forward-or-two-steps-back-9d7b70b5bc98…#telecoms #TimeWarner #ATT #blockchaintechnology #WednesdayWisdom #blockchain #ethereum #EOS #bitcoin #ICO #startupchats #disrupt #disruptor50 #telecommunications #merger #acquisitions,2018-06-20T19:09:29.000Z
Dove Network,@dove_network,Dove Network - A Platform for Peer-to-Peer Internet Sharinghttps://youtube.com/watch?v=aPK73N_QFHE…#blockchain #telecom #startups #disruption #ethereum #bitcoin #connectivity #ATT #TimeWarner #Reachtherest,2018-06-19T17:07:01.000Z
Dove Network,@dove_network,AT&T and TimeWarner Merger: One Step Forward or Two Steps Back?https://medium.com/@dovenetworketh/at-t-and-timewarner-merger-one-step-forward-or-two-steps-back-9d7b70b5bc98…#telecoms #TimeWarner #ATT #blockchaintechnology #WednesdayWisdom #blockchain #ethereum #EOS #bitcoin #ICO #startupchats #disrupt #disruptor50 #telecommunications #merger #acquisitions,2018-06-20T19:09:29.000Z
Dove Network,@dove_network,Dove Network - A Platform for Peer-to-Peer Internet Sharinghttps://youtube.com/watch?v=aPK73N_QFHE…#blockchain #telecom #startups #disruption #ethereum #bitcoin #connectivity #ATT #TimeWarner #Reachtherest,2018-06-19T17:07:01.000Z
Stacy-Ann Gooden,@stacyanngooden,Look who’s out in the field today. @AnnikaPergament on location with updates on the @ATTBusiness  and Time Warmer Merger. #morningson1 @NY1 #ATT #TimeWarner,2018-06-13T10:07:32.000Z
Comicbook.com,@ComicBook,A judge just approved the mega merger between #TimeWarner and #ATThttp://bit.ly/2t4twZW,2018-06-13T03:22:00.000Z
RT America,@RT_America,Mega Merger: Impact of AT&T’s Time Warner Acquisition (VIDEO) https://youtu.be/WRTD3z9dqqs@ManilaChan #ATT #TimeWarner #ATTTimeWarner #Atttimewarnermerger,2018-06-13T02:11:46.000Z
RT America,@RT_America,"‘Threat to Americans’: AT&T, Time Warner merger consolidates media (VIDEO) https://youtu.be/8iGA6irMQvs@ManilaChan @americaslawyer#ATT #ATTTimeWarner #ATTTimeWarnerMerger #TimeWarner #TimeWarnerATT",2018-06-13T01:02:08.000Z
Julia Chatterley,@jchatterleyCNN,Great work as always @taralach AT&T wins the day - so now what? Worth a read! #TimeWarner #DoJ https://twitter.com/taralach/status/1006679492948058114…,2018-06-12T23:38:10.000Z
Julia Chatterley,@jchatterleyCNN,Great work as always @taralach AT&T wins the day - so now what? Worth a read! #TimeWarner #DoJ https://twitter.com/taralach/status/1006679492948058114…,2018-06-12T23:38:10.000Z
AppleInsider,@appleinsider,Judge rules @ATT can complete $85B acquisition of #TimeWarner https://appleinsider.com/articles/18/06/12/judge-rules-att-can-complete-85b-acquisition-of-time-warner…,2018-06-12T21:35:45.000Z
Víctor Pavón-Villamayor,@pavonvillamayor,The #ATT acquisition of #TimeWarner has been approved. The approval of this USD 85 billion transaction will represent a major transformation of the #telecommunications landscape. #Mergers #OxfordCompetitionEconomics @OxfordCompEcon #Antitrust #Competition,2018-06-12T21:30:28.000Z
Michael,@CoolChange80,#BillMaher IS NOTHING MORE THAN A #DEMOCRAT PARTY  BUTTBOY . TIME WARNER IS THE ENEMY OF AMERICA . PUT THEM OUT OF BUSINESS.  #TIMEWARNER #HBO,2018-06-09T19:15:16.000Z
