username,handle,tweet_text,time
"<div aria-label=""🌹"" class=""css-1dbjc4n r-xoduu5 r-1mlwlqe r-1d2f490 r-1udh08x r-u8s1d r-h9hxbl r-417010"" style=""height: 1.2em;""><div class=""css-1dbjc4n r-1niwhzg r-vvn4in r-u6sd8q r-x3cy2q r-1p0dtai r-xoduu5 r-1pi2tsx r-1d2f490 r-u8s1d r-zchlnj r-ipm5af r-13qz1uu r-1wyyakw"" style='background-image: url(""https://abs-0.twimg.com/emoji/v2/svg/1f339.svg"");'></div><img alt=""🌹"" class=""css-9pa8cd"" draggable=""false"" src=""https://abs-0.twimg.com/emoji/v2/svg/1f339.svg""/></div>",@alchemistangel1,#cocacola wont ditch plastic bottles so i guess everyone should just ditch coco cola!,2020-01-22T10:46:05.000Z
PlasticFootPrintUK,@FootPlastic,#DisruptiveGeneration 2020 Disrupt.. and PLEDGE (rt) to withdraw your economic support of anything #CocaCola today ! 120billion SU plastic bottles a year! I promise to #withdrawFromCocaCola @Greenpeace @siansutherland @VBitesFoods @GeorgeMonbiot @lizbonnin https://coca-colacompany.com/brands,2020-01-21T22:52:08.000Z
Linköping HC Esport,@LHCesport,. @eSHLse action tonight! #1 @LHCesport (6-0-0) vs #12 @iko_officiell (0-6-0)  19:50 (GMT+1)  http://Twitch.tv/LHC_Esport https://e.shl.se/matcher#eSHLse #betsson #cocacola #sportbladet #astrofamily #esport #gaming #nhl20,2020-01-24T14:21:05.000Z
Dionizy_shots,@dionizy_shots,Product Photoshoot....Brand #CocaColaFor Booking Dial 0713058958Your Mostly Welcome,2020-01-23T15:43:06.000Z
Linköping HC Esport,@LHCesport,.@eSHLse We continue our unbeaten run with 4/4 points. Good games and good luck in the future @iko_officiell  Our next opponent is on Monday against @DIFhockeyEsport#eSHLse #betsson #cocacola #sportbladet #astrofamily #esport #gaming #nhl20,2020-01-24T20:49:12.000Z
Helen Underwood,@HelenSm85719329,"So #cocacola who make 200,000 #plastic bottles a minute is to carry on making them ""as their customers like them"". What is occurring? I thought we were breaking through. Lot more work to do. #mumsforlungs #againstplasticwaste #cleanwater #keepbritaintidy #plasticpollution",2020-01-21T22:04:44.000Z
Helen Underwood,@HelenSm85719329,"So #cocacola who make 200,000 #plastic bottles a minute is to carry on making them ""as their customers like them"". What is occurring? I thought we were breaking through. Lot more work to do. #mumsforlungs #againstplasticwaste #cleanwater #keepbritaintidy #plasticpollution",2020-01-21T22:04:44.000Z
Political Motivation ,@Margin4Error,"So @CocaCola will continue polluting with plastic bottles because it worries it would lose sales.What if Coke and @pepsi agreed to scrap plastic together?#plasticpollution #CocaColaBBC News - People still want plastic bottles, says Coca-Cola",2020-01-21T20:41:29.000Z
Lucy,@Gingy__,“It’s vital I drink my coke from a plastic bottle” ...said no one ever. Wake up #CocaCola ,2020-01-21T18:51:14.000Z
Soutik Biswas,@soutikBBC,"Coca-Cola, which is one of the world's biggest plastic waste polluters, says it will not ditch single-use plastic bottles because consumers still want them because they resell and are lightweight.#CocaCola #plasticpollution #plastics",2020-01-21T18:18:47.000Z
"Rob Boyd, Esq.",@AvonandsomerRob,"Coke tastes MUCH better out of a can, than a plastic bottle. Who's with me? #CocaCola",2020-01-21T18:10:42.000Z
embezzle ? EMBEZZOUULL ?,@KgMamabolo,coke can take all my money this summer #refreshwherevs #summeryama2000 #cocacola,2020-01-18T16:50:28.000Z
Seulgi pics ♡ 슬기 나비야,@seulpics,"200118 seulstagram Update #슬기 #SEULGI #레드벨벳 #RedVelvet ""Seulgi Seulgi #CocaCola #SmallButGreat* #LittleBigMomentThe giant Coca-Cola [bottle] is pretty it's pretty""* Literal translation of Korean tagline, but officially ""Little Big Moments""https://instagram.com/p/B7coluTAL4i/",2020-01-18T07:21:51.000Z
Ally Rehmtullah,@AllyRehmtullah,"After partnering with #Flygle and #HightechWear #AfricasPremiumPrints we are officially re-opened! We are now stocking, promoting and training other #Tanzanian #Designers - stop by later today for a drink and let’s start #2020 right! #Martini #Budweiser #MinuteMaid #CocaCola",2020-01-18T06:09:37.000Z
MetalGoddess16,@Goddessgaming1,Late night thoughts...If Nuka Cola was real I'd probably be addicted to it like i am with Coca Cola. Pepsi is just too sweet for me tbh#CocaCola #nukacola #Fallout @fallout @CocaCola,2020-01-17T08:00:35.000Z
에린,@gomtaengie,[insta trans] Seulgi Instagram UpdateIn the waiting roomRV that I drewEveryone draw your precious hearts#BigLittleMoments* #CocaCola*t/n: the campaign name in Korean literally translates to 'Small But Precious',2020-01-16T11:11:30.000Z
Seulgi pics ♡ 슬기 나비야,@seulpics,"200116 seulstagram Update #슬기 #SEULGI #레드벨벳 #RedVelvet""I drew ""RV"" in the waiting room. Everyone should try drawing your precious hearts ""#BigLittleMoments #CocaColahttp://instagram.com/p/B7YLsjmgGiB",2020-01-16T11:04:00.000Z
Dahlia Darlin,@DahliaDarlin,"Thank you so much @gigi_tomomi for my awesome Coca-Cola Barbie My love for Coke, Barbies and the 50's makes her very special She's so beautiful just like you That was so thoughtful, I love her!!!! #barbies #CocaCola #Thankful#friendship #thoughtful #Friends #gift",2020-01-16T02:34:14.000Z
Coca-Cola Amatil,@CocaColaAmatil,"#ShareACoke with the Firies | #ICYMI, @CocaColaAmatil alongside The Coca-Cola Foundation and @CocaColaAU_CO have come together to support Australian bushfire recovery. / #CocaColaAmatil #CocaCola #CocaColaFoundation #Bushfire #Support #ShareACoke",2020-01-14T07:15:24.000Z
embezzle ? EMBEZZOUULL ?,@KgMamabolo,coke can take all my money this summer #refreshwherevs #summeryama2000 #cocacola,2020-01-18T16:50:28.000Z
Seulgi pics ♡ 슬기 나비야,@seulpics,"200118 seulstagram Update #슬기 #SEULGI #레드벨벳 #RedVelvet ""Seulgi Seulgi #CocaCola #SmallButGreat* #LittleBigMomentThe giant Coca-Cola [bottle] is pretty it's pretty""* Literal translation of Korean tagline, but officially ""Little Big Moments""https://instagram.com/p/B7coluTAL4i/",2020-01-18T07:21:51.000Z
Ally Rehmtullah,@AllyRehmtullah,"After partnering with #Flygle and #HightechWear #AfricasPremiumPrints we are officially re-opened! We are now stocking, promoting and training other #Tanzanian #Designers - stop by later today for a drink and let’s start #2020 right! #Martini #Budweiser #MinuteMaid #CocaCola",2020-01-18T06:09:37.000Z
MetalGoddess16,@Goddessgaming1,Late night thoughts...If Nuka Cola was real I'd probably be addicted to it like i am with Coca Cola. Pepsi is just too sweet for me tbh#CocaCola #nukacola #Fallout @fallout @CocaCola,2020-01-17T08:00:35.000Z
에린,@gomtaengie,[insta trans] Seulgi Instagram UpdateIn the waiting roomRV that I drewEveryone draw your precious hearts#BigLittleMoments* #CocaCola*t/n: the campaign name in Korean literally translates to 'Small But Precious',2020-01-16T11:11:30.000Z
에린,@gomtaengie,[insta trans] Seulgi Instagram UpdateIn the waiting roomRV that I drewEveryone draw your precious hearts#BigLittleMoments* #CocaCola*t/n: the campaign name in Korean literally translates to 'Small But Precious',2020-01-16T11:11:30.000Z
Seulgi pics ♡ 슬기 나비야,@seulpics,"200116 seulstagram Update #슬기 #SEULGI #레드벨벳 #RedVelvet""I drew ""RV"" in the waiting room. Everyone should try drawing your precious hearts ""#BigLittleMoments #CocaColahttp://instagram.com/p/B7YLsjmgGiB",2020-01-16T11:04:00.000Z
Dahlia Darlin,@DahliaDarlin,"Thank you so much @gigi_tomomi for my awesome Coca-Cola Barbie My love for Coke, Barbies and the 50's makes her very special She's so beautiful just like you That was so thoughtful, I love her!!!! #barbies #CocaCola #Thankful#friendship #thoughtful #Friends #gift",2020-01-16T02:34:14.000Z
Coca-Cola Amatil,@CocaColaAmatil,"#ShareACoke with the Firies | #ICYMI, @CocaColaAmatil alongside The Coca-Cola Foundation and @CocaColaAU_CO have come together to support Australian bushfire recovery. / #CocaColaAmatil #CocaCola #CocaColaFoundation #Bushfire #Support #ShareACoke",2020-01-14T07:15:24.000Z
Dahlia Darlin,@DahliaDarlin,"Thank you so much @gigi_tomomi for my awesome Coca-Cola Barbie My love for Coke, Barbies and the 50's makes her very special She's so beautiful just like you That was so thoughtful, I love her!!!! #barbies #CocaCola #Thankful#friendship #thoughtful #Friends #gift",2020-01-16T02:34:14.000Z
MRA,@mattanderson007,Coca colas outta the glass bottle simply slap differently #CocaCola,2020-01-09T00:58:45.000Z
Jimmy Fungus,@jimmyfungus,Hey @CocaCola you should hire this #cat as your spokesman. Though he doesn't look very happy so on the other hand maybe @pepsi should?  #cats #cocacola #pepsi,2020-01-08T16:59:21.000Z
PHRZN Foreign,@EzForeign,"Thank God they brought shipment back, this ones for you @FaZeJev . Go follow me on Twitch if you haven’t already #modernwarfare #modernwarfareclips #twitch #supportsmallstreamers #gfuel #cocacola #layspotatochips #mountaindewkickstart #monster #gamer #gamercommunity",2020-01-08T08:40:50.000Z
Oona McGee ,@OonaMcGee,Strawberry Coca-Cola is coming https://soranews24.com/2020/01/08/coca-cola-japan-releases-their-first-ever-strawberry-coke/… #Japan #cocacola #strawberrycoke #coke #strawberrycocacola,2020-01-08T03:08:22.000Z
PhoenixRising,@Luminesse2,It’s finally raining   In  #Australia!! #prayersanswered#KivancTatlitug #CocaCola #tb @CocaCola_TR #Australiafires ,2020-01-08T03:05:58.000Z
Abhishek Annamraju,@Abhishek4273,Day 135/300 - Tried hands on Logo detection using monk: https://github.com/Tessellate-Imaging/Monk_Object_Detection/blob/master/example_notebooks/3_mxrcnn/Example%20-%20logo%20detection.ipynb…On data: https://qmul-openlogo.github.io#AI #100DaysOfCode #100DaysOfMLCode #DeepLearning #MachineLearning #MonkAI #OpenSource #Apple #Ford #Dhl #NVIDIA #MCD #Heineken #Accenture #Maserati #Cocacola #Nike,2020-01-07T16:31:55.000Z
Ainne Burke,@ainne_burke,"...elements from the earth become the packaging ingredients used in the manufacturing of 'snacks and beverages'....most of it ends up in landfills, incineration and 'some' are recycled...#WasteManagement #recycling #plastics #landfill #incineration #Mining #Walkers #CocaCola",2020-01-07T16:16:11.000Z
Emilie,@paintsandsings,@JaneCaro article from 2018 ...thinking of that town in Qld that ran out of water meanwhile ... #CocaCola,2020-01-06T22:26:15.000Z
MRA,@mattanderson007,Coca colas outta the glass bottle simply slap differently #CocaCola,2020-01-09T00:58:45.000Z
Jimmy Fungus,@jimmyfungus,Hey @CocaCola you should hire this #cat as your spokesman. Though he doesn't look very happy so on the other hand maybe @pepsi should?  #cats #cocacola #pepsi,2020-01-08T16:59:21.000Z
PHRZN Foreign,@EzForeign,"Thank God they brought shipment back, this ones for you @FaZeJev . Go follow me on Twitch if you haven’t already #modernwarfare #modernwarfareclips #twitch #supportsmallstreamers #gfuel #cocacola #layspotatochips #mountaindewkickstart #monster #gamer #gamercommunity",2020-01-08T08:40:50.000Z
Oona McGee ,@OonaMcGee,Strawberry Coca-Cola is coming https://soranews24.com/2020/01/08/coca-cola-japan-releases-their-first-ever-strawberry-coke/… #Japan #cocacola #strawberrycoke #coke #strawberrycocacola,2020-01-08T03:08:22.000Z
PhoenixRising,@Luminesse2,It’s finally raining   In  #Australia!! #prayersanswered#KivancTatlitug #CocaCola #tb @CocaCola_TR #Australiafires ,2020-01-08T03:05:58.000Z
Abhishek Annamraju,@Abhishek4273,Day 135/300 - Tried hands on Logo detection using monk: https://github.com/Tessellate-Imaging/Monk_Object_Detection/blob/master/example_notebooks/3_mxrcnn/Example%20-%20logo%20detection.ipynb…On data: https://qmul-openlogo.github.io#AI #100DaysOfCode #100DaysOfMLCode #DeepLearning #MachineLearning #MonkAI #OpenSource #Apple #Ford #Dhl #NVIDIA #MCD #Heineken #Accenture #Maserati #Cocacola #Nike,2020-01-07T16:31:55.000Z
Ainne Burke,@ainne_burke,"...elements from the earth become the packaging ingredients used in the manufacturing of 'snacks and beverages'....most of it ends up in landfills, incineration and 'some' are recycled...#WasteManagement #recycling #plastics #landfill #incineration #Mining #Walkers #CocaCola",2020-01-07T16:16:11.000Z
Emilie,@paintsandsings,@JaneCaro article from 2018 ...thinking of that town in Qld that ran out of water meanwhile ... #CocaCola,2020-01-06T22:26:15.000Z
Ainne Burke,@ainne_burke,"...elements from the earth become the packaging ingredients used in the manufacturing of 'snacks and beverages'....most of it ends up in landfills, incineration and 'some' are recycled...#WasteManagement #recycling #plastics #landfill #incineration #Mining #Walkers #CocaCola",2020-01-07T16:16:11.000Z
PHRZN Foreign,@EzForeign,"Thank God they brought shipment back, this ones for you @FaZeJev . Go follow me on Twitch if you haven’t already #modernwarfare #modernwarfareclips #twitch #supportsmallstreamers #gfuel #cocacola #layspotatochips #mountaindewkickstart #monster #gamer #gamercommunity",2020-01-08T08:40:50.000Z
Ainne Burke,@ainne_burke,"...elements from the earth become the packaging ingredients used in the manufacturing of 'snacks and beverages'....most of it ends up in landfills, incineration and 'some' are recycled...#WasteManagement #recycling #plastics #landfill #incineration #Mining #Walkers #CocaCola",2020-01-07T16:16:11.000Z
Antique Company Mall,@antiquecomall,"Be safe, have fun and #Celebrate #NewYears2020 responsibly! #CocaCola #vintage #folding #Table                  ⁦⁦⁦⁦⁦⁦⁦@VisitMcKinney⁩ @CityOfMcKinney⁩ ⁦@McKinneyPolice⁩ ⁦@McKinneyChamber⁩ ⁦@mckinneytxfire⁩ ⁦@DTOWNMcKinney⁩",2019-12-31T13:12:00.000Z
Zoom TV,@ZoomTV,"From #ShaitanKaSaala to #CocaCola, our playlist for your New Year's bash has all the new songs",2019-12-31T09:00:00.000Z
Clark Oche,@ClarkOche,Celebrate NEW YEAR!! with  @CocaColaPH its never complete without our favorite drink!! #Cocacola #TasteTheFeeling#coke,2019-12-30T14:07:05.000Z
John,@John071912,We DON'T NEED you HERE in INDIA - #CocaCola #obesity #Sugar #Diabetes@sandeepvarma15 #India #sugaryDrinks #Unhealthy #Pesticides,2019-12-30T12:53:35.000Z
"<div aria-label=""❤"" class=""css-1dbjc4n r-xoduu5 r-1mlwlqe r-1d2f490 r-1udh08x r-u8s1d r-h9hxbl r-417010"" style=""height: 1.2em;""><div class=""css-1dbjc4n r-1niwhzg r-vvn4in r-u6sd8q r-x3cy2q r-1p0dtai r-xoduu5 r-1pi2tsx r-1d2f490 r-u8s1d r-zchlnj r-ipm5af r-13qz1uu r-1wyyakw"" style='background-image: url(""https://abs-0.twimg.com/emoji/v2/svg/2764.svg"");'></div><img alt=""❤"" class=""css-9pa8cd"" draggable=""false"" src=""https://abs-0.twimg.com/emoji/v2/svg/2764.svg""/></div>",@titzi1982,It seems Matt is going on #GoldMeetsGolden as usual every new year’s week  #MattBomer #CocaColahttps://averagesocialite.com/la-events/2020/1/4/coca-cola-presents-the-7th-annual-gold-meets-golden-la…,2019-12-30T08:18:52.000Z
Brilliant Ads,@Brilliant_Ads,Creativity  #CocaCola #christmas,2019-12-30T00:00:42.000Z
The Mix Priest,@iamdjgambit,Yesterday was   #cocacola #coke #like #food #o #mcdonalds #cola #love #instagood #fanta #pepsi #foodporn #cocacolacollector #s #instagram #cocacolacollection #cocacolazero #coca #christmas #a #cokecollection #photography #meme #follow #soda #sprite #cokecollector #drink,2019-12-27T04:50:43.000Z
Bᴏɢᴜᴍᴍʏ_ᴄᴏᴏʟ ✿◉●•◦,@jenifaae,Early 2020 New #CocaCola TV/CF will be coming out  #ParkBoGum & #SEULGI  Shining through the screen #박보검 #パクボゴムhttps://n.news.naver.com/entertain/article/382/0000786508…,2019-12-27T02:08:24.000Z
Antique Company Mall,@antiquecomall,"Be safe, have fun and #Celebrate #NewYears2020 responsibly! #CocaCola #vintage #folding #Table                  ⁦⁦⁦⁦⁦⁦⁦@VisitMcKinney⁩ @CityOfMcKinney⁩ ⁦@McKinneyPolice⁩ ⁦@McKinneyChamber⁩ ⁦@mckinneytxfire⁩ ⁦@DTOWNMcKinney⁩",2019-12-31T13:12:00.000Z
Zoom TV,@ZoomTV,"From #ShaitanKaSaala to #CocaCola, our playlist for your New Year's bash has all the new songs",2019-12-31T09:00:00.000Z
Clark Oche,@ClarkOche,Celebrate NEW YEAR!! with  @CocaColaPH its never complete without our favorite drink!! #Cocacola #TasteTheFeeling#coke,2019-12-30T14:07:05.000Z
John,@John071912,We DON'T NEED you HERE in INDIA - #CocaCola #obesity #Sugar #Diabetes@sandeepvarma15 #India #sugaryDrinks #Unhealthy #Pesticides,2019-12-30T12:53:35.000Z
"<div aria-label=""❤"" class=""css-1dbjc4n r-xoduu5 r-1mlwlqe r-1d2f490 r-1udh08x r-u8s1d r-h9hxbl r-417010"" style=""height: 1.2em;""><div class=""css-1dbjc4n r-1niwhzg r-vvn4in r-u6sd8q r-x3cy2q r-1p0dtai r-xoduu5 r-1pi2tsx r-1d2f490 r-u8s1d r-zchlnj r-ipm5af r-13qz1uu r-1wyyakw"" style='background-image: url(""https://abs-0.twimg.com/emoji/v2/svg/2764.svg"");'></div><img alt=""❤"" class=""css-9pa8cd"" draggable=""false"" src=""https://abs-0.twimg.com/emoji/v2/svg/2764.svg""/></div>",@titzi1982,It seems Matt is going on #GoldMeetsGolden as usual every new year’s week  #MattBomer #CocaColahttps://averagesocialite.com/la-events/2020/1/4/coca-cola-presents-the-7th-annual-gold-meets-golden-la…,2019-12-30T08:18:52.000Z
Brilliant Ads,@Brilliant_Ads,Creativity  #CocaCola #christmas,2019-12-30T00:00:42.000Z
The Mix Priest,@iamdjgambit,Yesterday was   #cocacola #coke #like #food #o #mcdonalds #cola #love #instagood #fanta #pepsi #foodporn #cocacolacollector #s #instagram #cocacolacollection #cocacolazero #coca #christmas #a #cokecollection #photography #meme #follow #soda #sprite #cokecollector #drink,2019-12-27T04:50:43.000Z
Antique Company Mall,@antiquecomall,"Be safe, have fun and #Celebrate #NewYears2020 responsibly! #CocaCola #vintage #folding #Table                  ⁦⁦⁦⁦⁦⁦⁦@VisitMcKinney⁩ @CityOfMcKinney⁩ ⁦@McKinneyPolice⁩ ⁦@McKinneyChamber⁩ ⁦@mckinneytxfire⁩ ⁦@DTOWNMcKinney⁩",2019-12-31T13:12:00.000Z
Clark Oche,@ClarkOche,Celebrate NEW YEAR!! with  @CocaColaPH its never complete without our favorite drink!! #Cocacola #TasteTheFeeling#coke,2019-12-30T14:07:05.000Z
The Mix Priest,@iamdjgambit,Yesterday was   #cocacola #coke #like #food #o #mcdonalds #cola #love #instagood #fanta #pepsi #foodporn #cocacolacollector #s #instagram #cocacolacollection #cocacolazero #coca #christmas #a #cokecollection #photography #meme #follow #soda #sprite #cokecollector #drink,2019-12-27T04:50:43.000Z
Clark Oche,@ClarkOche,Celebrate NEW YEAR!! with  @CocaColaPH its never complete without our favorite drink!! #Cocacola #TasteTheFeeling#coke,2019-12-30T14:07:05.000Z
"<div aria-label=""❤"" class=""css-1dbjc4n r-xoduu5 r-1mlwlqe r-1d2f490 r-1udh08x r-u8s1d r-h9hxbl r-417010"" style=""height: 1.2em;""><div class=""css-1dbjc4n r-1niwhzg r-vvn4in r-u6sd8q r-x3cy2q r-1p0dtai r-xoduu5 r-1pi2tsx r-1d2f490 r-u8s1d r-zchlnj r-ipm5af r-13qz1uu r-1wyyakw"" style='background-image: url(""https://abs-0.twimg.com/emoji/v2/svg/2764.svg"");'></div><img alt=""❤"" class=""css-9pa8cd"" draggable=""false"" src=""https://abs-0.twimg.com/emoji/v2/svg/2764.svg""/></div>",@titzi1982,It seems Matt is going on #GoldMeetsGolden as usual every new year’s week  #MattBomer #CocaColahttps://averagesocialite.com/la-events/2020/1/4/coca-cola-presents-the-7th-annual-gold-meets-golden-la…,2019-12-30T08:18:52.000Z
Bᴏɢᴜᴍᴍʏ_ᴄᴏᴏʟ ✿◉●•◦,@jenifaae,Early 2020 New #CocaCola TV/CF will be coming out  #ParkBoGum & #SEULGI  Shining through the screen #박보검 #パクボゴムhttps://n.news.naver.com/entertain/article/382/0000786508…,2019-12-27T02:08:24.000Z
Bᴏɢᴜᴍᴍʏ_ᴄᴏᴏʟ ✿◉●•◦,@jenifaae,Early 2020 New #CocaCola TV/CF will be coming out  #ParkBoGum & #SEULGI  Shining through the screen #박보검 #パクボゴムhttps://n.news.naver.com/entertain/article/382/0000786508…,2019-12-27T02:08:24.000Z
Bᴏɢᴜᴍᴍʏ_ᴄᴏᴏʟ ✿◉●•◦,@jenifaae,Early 2020 New #CocaCola TV/CF will be coming out  #ParkBoGum & #SEULGI  Shining through the screen #박보검 #パクボゴムhttps://n.news.naver.com/entertain/article/382/0000786508…,2019-12-27T02:08:24.000Z
"<div aria-label=""❤"" class=""css-1dbjc4n r-xoduu5 r-1mlwlqe r-1d2f490 r-1udh08x r-u8s1d r-h9hxbl r-417010"" style=""height: 1.2em;""><div class=""css-1dbjc4n r-1niwhzg r-vvn4in r-u6sd8q r-x3cy2q r-1p0dtai r-xoduu5 r-1pi2tsx r-1d2f490 r-u8s1d r-zchlnj r-ipm5af r-13qz1uu r-1wyyakw"" style='background-image: url(""https://abs-0.twimg.com/emoji/v2/svg/2764.svg"");'></div><img alt=""❤"" class=""css-9pa8cd"" draggable=""false"" src=""https://abs-0.twimg.com/emoji/v2/svg/2764.svg""/></div>",@titzi1982,It seems Matt is going on #GoldMeetsGolden as usual every new year’s week  #MattBomer #CocaColahttps://averagesocialite.com/la-events/2020/1/4/coca-cola-presents-the-7th-annual-gold-meets-golden-la…,2019-12-30T08:18:52.000Z
"<div aria-label=""🌿"" class=""css-1dbjc4n r-xoduu5 r-1mlwlqe r-1d2f490 r-1udh08x r-u8s1d r-h9hxbl r-417010"" style=""height: 1.2em;""><div class=""css-1dbjc4n r-1niwhzg r-vvn4in r-u6sd8q r-x3cy2q r-1p0dtai r-xoduu5 r-1pi2tsx r-1d2f490 r-u8s1d r-zchlnj r-ipm5af r-13qz1uu r-1wyyakw"" style='background-image: url(""https://abs-0.twimg.com/emoji/v2/svg/1f33f.svg"");'></div><img alt=""🌿"" class=""css-9pa8cd"" draggable=""false"" src=""https://abs-0.twimg.com/emoji/v2/svg/1f33f.svg""/></div>",@Eazy_Lord,"The power of graphics design in any visual content can never be overemphasized. It not only gives promotion to the brand, it speaks for it.@CocaCola_NG let me join your team and help amplify your voice.#CocaCola#BanterBetterWithCocaCola#TasteTheFeeling@CocaCola_NG",2019-12-23T19:03:27.000Z
"<div aria-label=""😷"" class=""css-1dbjc4n r-xoduu5 r-1mlwlqe r-1d2f490 r-1udh08x r-u8s1d r-h9hxbl r-417010"" style=""height: 1.2em;""><div class=""css-1dbjc4n r-1niwhzg r-vvn4in r-u6sd8q r-x3cy2q r-1p0dtai r-xoduu5 r-1pi2tsx r-1d2f490 r-u8s1d r-zchlnj r-ipm5af r-13qz1uu r-1wyyakw"" style='background-image: url(""https://abs-0.twimg.com/emoji/v2/svg/1f637.svg"");'></div><img alt=""😷"" class=""css-9pa8cd"" draggable=""false"" src=""https://abs-0.twimg.com/emoji/v2/svg/1f637.svg""/></div>",@LazyMasu,“Liberate Hong Kong! The Revolution of Our Time!”“5 Demands Not 1 Less!” #StandwithHongKong#5DemandsNot1Less#CocaCola,2019-12-23T09:00:56.000Z
Coca-Cola Amatil,@CocaColaAmatil,"The new solar panel array at Eastern Creek will generate 2,400 MWh of electricity per annuum which is enough to power 400 homes for one year. Learn more [PDF] → https://ccamatil.com/-/media/Cca/Corporate/Files/Media-Releases/2019/191219_CocaColaAmatilsswitchtosolar5200solarpanelsatEasternCreekbyearly2020.ashx?utm_source=Twitter&utm_medium=Organic&utm_campaign=Environment&utm_content=EasternCreekSustainability… / #CocaColaAmatil #CocaCola #Amatil #Sustainability #RenewableEnergy #SolarEnergy",2019-12-23T05:32:00.000Z
Bogum Testimonial,@Sword0616,"Park Bo Gum and Red Velvet Seulgi are the models of Coca Cola's 2020 New Year Campaign, ""Little Big Moment"". https://n.news.naver.com/article/001/0011292464…#ParkBoGum#Bogummy#Bogum#CocaCola",2019-12-23T00:59:27.000Z
awbrey madison,@awbreymadison,Coca- Cola lovers- check this out!! #CocaColaCoca-Cola's New VIP Subscription Lets You Try New Flavors Before Anyone Else @Thrillist,2019-12-21T20:05:53.000Z
TK,@sidelinemaori,"Unfortunate experience at the @CocaColaNZ stand at #westfieldnewmarket, getting grilled by ""Holly"" for putting in my Sāmoan mates name ""is that even a name?"" - in a critical tone. Ugh. Gross. #feltmarginalised #racistundertones #Cocacola @WestfieldNZ",2019-12-21T00:10:22.000Z
Werner Twertzog,@WernerTwertzog,"American #Christmas was constructed by the State Department with support from #CocaCola and the #Dole fruit company to halt the spread of communism, as we all know.",2019-12-20T15:26:47.000Z
Happy,@Lonar_Trill,"Do you guys remember when #CocaCola made us say ""Brrrr"" for no reason?",2019-12-20T10:10:06.000Z
"<div aria-label=""🌿"" class=""css-1dbjc4n r-xoduu5 r-1mlwlqe r-1d2f490 r-1udh08x r-u8s1d r-h9hxbl r-417010"" style=""height: 1.2em;""><div class=""css-1dbjc4n r-1niwhzg r-vvn4in r-u6sd8q r-x3cy2q r-1p0dtai r-xoduu5 r-1pi2tsx r-1d2f490 r-u8s1d r-zchlnj r-ipm5af r-13qz1uu r-1wyyakw"" style='background-image: url(""https://abs-0.twimg.com/emoji/v2/svg/1f33f.svg"");'></div><img alt=""🌿"" class=""css-9pa8cd"" draggable=""false"" src=""https://abs-0.twimg.com/emoji/v2/svg/1f33f.svg""/></div>",@Eazy_Lord,"The power of graphics design in any visual content can never be overemphasized. It not only gives promotion to the brand, it speaks for it.@CocaCola_NG let me join your team and help amplify your voice.#CocaCola#BanterBetterWithCocaCola#TasteTheFeeling@CocaCola_NG",2019-12-23T19:03:27.000Z
"<div aria-label=""😷"" class=""css-1dbjc4n r-xoduu5 r-1mlwlqe r-1d2f490 r-1udh08x r-u8s1d r-h9hxbl r-417010"" style=""height: 1.2em;""><div class=""css-1dbjc4n r-1niwhzg r-vvn4in r-u6sd8q r-x3cy2q r-1p0dtai r-xoduu5 r-1pi2tsx r-1d2f490 r-u8s1d r-zchlnj r-ipm5af r-13qz1uu r-1wyyakw"" style='background-image: url(""https://abs-0.twimg.com/emoji/v2/svg/1f637.svg"");'></div><img alt=""😷"" class=""css-9pa8cd"" draggable=""false"" src=""https://abs-0.twimg.com/emoji/v2/svg/1f637.svg""/></div>",@LazyMasu,“Liberate Hong Kong! The Revolution of Our Time!”“5 Demands Not 1 Less!” #StandwithHongKong#5DemandsNot1Less#CocaCola,2019-12-23T09:00:56.000Z
Bogum Testimonial,@Sword0616,"Park Bo Gum and Red Velvet Seulgi are the models of Coca Cola's 2020 New Year Campaign, ""Little Big Moment"". https://n.news.naver.com/article/001/0011292464…#ParkBoGum#Bogummy#Bogum#CocaCola",2019-12-23T00:59:27.000Z
awbrey madison,@awbreymadison,Coca- Cola lovers- check this out!! #CocaColaCoca-Cola's New VIP Subscription Lets You Try New Flavors Before Anyone Else @Thrillist,2019-12-21T20:05:53.000Z
TK,@sidelinemaori,"Unfortunate experience at the @CocaColaNZ stand at #westfieldnewmarket, getting grilled by ""Holly"" for putting in my Sāmoan mates name ""is that even a name?"" - in a critical tone. Ugh. Gross. #feltmarginalised #racistundertones #Cocacola @WestfieldNZ",2019-12-21T00:10:22.000Z
Werner Twertzog,@WernerTwertzog,"American #Christmas was constructed by the State Department with support from #CocaCola and the #Dole fruit company to halt the spread of communism, as we all know.",2019-12-20T15:26:47.000Z
Happy,@Lonar_Trill,"Do you guys remember when #CocaCola made us say ""Brrrr"" for no reason?",2019-12-20T10:10:06.000Z
